199	0.1252
198	0.1273
197	0.1295
196	0.1317
195	0.1339
194	0.1362
193	0.1386
192	0.141
191	0.1434
190	0.1459
189	0.1485
188	0.1511
187	0.1538
186	0.1565
185	0.1593
184	0.1621
183	0.165
182	0.168
181	0.1711
180	0.1742
179	0.1774
178	0.1806
177	0.1839
176	0.1874
175	0.1908
174	0.1944
173	0.198
172	0.2018
171	0.2056
170	0.2095
169	0.2135
168	0.2176
167	0.2218
166	0.226
165	0.2304
164	0.2349
163	0.2395
162	0.2442
161	0.249
160	0.254
159	0.259
158	0.2642
157	0.2695
156	0.2749
155	0.2805
154	0.2862
153	0.292
152	0.298
151	0.3042
150	0.3104
149	0.3169
148	0.3235
147	0.3303
146	0.3372
145	0.3444
144	0.3517
143	0.3592
142	0.3669
141	0.3747
140	0.3828
139	0.3911
138	0.3997
137	0.4084
136	0.4174
135	0.4266
134	0.4361
133	0.4458
132	0.4558
131	0.466
130	0.4765
129	0.4873
128	0.4984
127	0.5098
126	0.5216
125	0.5336
124	0.546
123	0.5587
122	0.5718
121	0.5852
120	0.599
119	0.6132
118	0.6278
117	0.6429
116	0.6583
115	0.6742
114	0.6906
113	0.7074
112	0.7247
111	0.7425
110	0.7609
109	0.7798
108	0.7992
107	0.8193
106	0.8399
105	0.8611
104	0.883
103	0.9055
102	0.9288
101	0.9527
100	0.9774
99	1.0028
98	1.029
97	1.056
96	1.0839
95	1.1126
94	1.1422
93	1.1728
92	1.2043
91	1.2368
90	1.2704
89	1.3051
88	1.3408
87	1.3778
86	1.4159
85	1.4553
84	1.4959
83	1.5379
82	1.5813
81	1.6262
80	1.6725
79	1.7204
78	1.7699
77	1.8211
76	1.874
75	1.9288
74	1.9854
73	2.044
72	2.1046
71	2.1673
70	2.2322
69	2.2994
68	2.369
67	2.441
66	2.5156
65	2.5929
64	2.6729
63	2.7559
62	2.8419
61	2.931
60	3.0234
59	3.1191
58	3.2185
57	3.3215
56	3.4284
55	3.5393
54	3.6544
53	3.7739
52	3.898
51	4.0268
50	4.1605
49	4.2995
48	4.4439
47	4.5939
46	4.7498
45	4.9119
44	5.0804
43	5.2557
42	5.438
41	5.6276
40	5.825
39	6.0304
38	6.2442
37	6.4669
36	6.6987
35	6.9403
34	7.1919
33	7.4541
32	7.7275
31	8.0124
30	8.3096
29	8.6195
28	8.9428
27	9.2802
26	9.6324
25	10
24	10.3839
23	10.7848
22	11.2037
21	11.6413
20	12.0988
19	12.5771
18	13.0772
17	13.6003
16	14.1475
15	14.7203
14	15.3198
13	15.9475
12	16.6048
11	17.2935
10	18.0151
9	18.7714
8	19.5644
7	20.3959
6	21.2682
5	22.1835
4	23.1442
3	24.1527
2	25.2119
1	26.3245
0	27.4936
-1	28.7225
-2	30.0145
-3	31.3734
-4	32.8029
-5	34.3074
-6	35.891
-7	37.5587
-8	39.3153
-9	41.1663
-10	43.1172
-11	45.1743
-12	47.3439
-13	49.633
-14	52.049
-15	54.5998
-16	57.2939
-17	60.1402
-18	63.1485
-19	66.3291
-20	69.6931
